user_id,cluster,segment
R05401,0,Champions
R05402,2,At-Risk
R05404,1,Dormant
R05405,0,Champions
R05406,1,Dormant
R05407,1,Dormant
R05408,2,At-Risk
R05409,0,Champions
R05410,2,At-Risk
R05411,1,Dormant
R05412,2,At-Risk
R05413,2,At-Risk
R05414,2,At-Risk
R05415,2,At-Risk
R05416,2,At-Risk
R05417,2,At-Risk
R05418,0,Champions
R05419,2,At-Risk
R05420,0,Champions
R05421,2,At-Risk
R05422,2,At-Risk
R05423,3,Loyal Riders
R05425,0,Champions
R05426,2,At-Risk
R05427,0,Champions
R05428,0,Champions
R05429,0,Champions
R05430,1,Dormant
R05431,2,At-Risk
R05432,2,At-Risk
R05433,2,At-Risk
R05434,2,At-Risk
R05435,0,Champions
R05436,1,Dormant
R05438,2,At-Risk
R05439,0,Champions
R05441,1,Dormant
R05442,2,At-Risk
R05443,0,Champions
R05444,2,At-Risk
R05445,1,Dormant
R05446,3,Loyal Riders
R05447,0,Champions
R05448,0,Champions
R05449,0,Champions
R05450,2,At-Risk
R05451,0,Champions
R05452,0,Champions
R05453,2,At-Risk
R05454,1,Dormant
R05456,0,Champions
R05457,1,Dormant
R05458,2,At-Risk
R05459,2,At-Risk
R05460,0,Champions
R05461,0,Champions
R05462,3,Loyal Riders
R05463,2,At-Risk
R05464,0,Champions
R05466,2,At-Risk
R05467,1,Dormant
R05468,2,At-Risk
R05469,0,Champions
R05470,0,Champions
R05471,2,At-Risk
R05472,1,Dormant
R05473,0,Champions
R05474,2,At-Risk
R05475,2,At-Risk
R05476,2,At-Risk
R05477,3,Loyal Riders
R05478,0,Champions
R05479,0,Champions
R05480,2,At-Risk
R05481,2,At-Risk
R05482,2,At-Risk
R05483,0,Champions
R05484,0,Champions
R05485,2,At-Risk
R05486,2,At-Risk
R05487,2,At-Risk
R05488,2,At-Risk
R05489,2,At-Risk
R05490,2,At-Risk
R05491,2,At-Risk
R05492,0,Champions
R05493,3,Loyal Riders
R05494,0,Champions
R05495,0,Champions
R05496,0,Champions
R05498,2,At-Risk
R05499,1,Dormant
R05500,1,Dormant
R05501,0,Champions
R05502,0,Champions
R05504,0,Champions
R05505,2,At-Risk
R05506,2,At-Risk
R05507,2,At-Risk
R05509,2,At-Risk
R05510,1,Dormant
R05511,1,Dormant
R05512,0,Champions
R05513,0,Champions
R05514,0,Champions
R05515,3,Loyal Riders
R05516,0,Champions
R05517,1,Dormant
R05518,2,At-Risk
R05519,0,Champions
R05520,3,Loyal Riders
R05521,2,At-Risk
R05522,2,At-Risk
R05523,2,At-Risk
R05524,2,At-Risk
R05525,0,Champions
R05526,2,At-Risk
R05528,2,At-Risk
R05529,1,Dormant
R05530,1,Dormant
R05531,2,At-Risk
R05532,2,At-Risk
R05533,0,Champions
R05534,2,At-Risk
R05535,2,At-Risk
R05536,2,At-Risk
R05537,2,At-Risk
R05538,1,Dormant
R05539,2,At-Risk
R05540,2,At-Risk
R05541,2,At-Risk
R05544,1,Dormant
R05545,3,Loyal Riders
R05546,2,At-Risk
R05547,2,At-Risk
R05548,2,At-Risk
R05549,1,Dormant
R05550,0,Champions
R05551,0,Champions
R05553,2,At-Risk
R05554,2,At-Risk
R05555,0,Champions
R05556,1,Dormant
R05557,1,Dormant
R05558,3,Loyal Riders
R05559,0,Champions
R05560,1,Dormant
R05561,1,Dormant
R05562,0,Champions
R05563,2,At-Risk
R05564,2,At-Risk
R05565,2,At-Risk
R05566,0,Champions
R05567,2,At-Risk
R05568,2,At-Risk
R05569,2,At-Risk
R05571,2,At-Risk
R05572,0,Champions
R05573,0,Champions
R05574,1,Dormant
R05575,0,Champions
R05576,0,Champions
R05577,2,At-Risk
R05578,0,Champions
R05579,2,At-Risk
R05580,2,At-Risk
R05581,0,Champions
R05582,1,Dormant
R05583,1,Dormant
R05584,0,Champions
R05585,1,Dormant
R05586,0,Champions
R05587,2,At-Risk
R05588,0,Champions
R05589,0,Champions
R05590,0,Champions
R05591,1,Dormant
R05592,0,Champions
R05593,0,Champions
R05594,0,Champions
R05595,0,Champions
R05597,0,Champions
R05598,0,Champions
R05599,1,Dormant
R05600,1,Dormant
R05601,3,Loyal Riders
R05602,0,Champions
R05603,0,Champions
R05604,0,Champions
R05605,0,Champions
R05606,2,At-Risk
R05607,2,At-Risk
R05608,1,Dormant
R05609,0,Champions
R05610,1,Dormant
R05611,2,At-Risk
R05612,2,At-Risk
R05613,2,At-Risk
R05614,3,Loyal Riders
R05615,0,Champions
R05618,1,Dormant
R05619,0,Champions
R05620,2,At-Risk
R05621,1,Dormant
R05622,0,Champions
R05623,0,Champions
R05624,0,Champions
R05625,0,Champions
R05627,2,At-Risk
R05628,2,At-Risk
R05629,2,At-Risk
R05630,0,Champions
R05631,1,Dormant
R05632,0,Champions
R05633,1,Dormant
R05634,0,Champions
R05635,0,Champions
R05636,2,At-Risk
R05637,0,Champions
R05638,1,Dormant
R05639,0,Champions
R05640,2,At-Risk
R05641,0,Champions
R05642,3,Loyal Riders
R05643,2,At-Risk
R05644,2,At-Risk
R05645,3,Loyal Riders
R05646,1,Dormant
R05647,1,Dormant
R05648,0,Champions
R05649,1,Dormant
R05650,2,At-Risk
R05651,0,Champions
R05652,0,Champions
R05653,0,Champions
R05654,0,Champions
R05655,0,Champions
R05656,0,Champions
R05657,0,Champions
R05658,0,Champions
R05659,2,At-Risk
R05660,2,At-Risk
R05661,0,Champions
R05662,2,At-Risk
R05663,2,At-Risk
R05664,2,At-Risk
R05665,0,Champions
R05666,2,At-Risk
R05667,0,Champions
R05668,2,At-Risk
R05670,0,Champions
R05671,2,At-Risk
R05672,2,At-Risk
R05673,3,Loyal Riders
R05675,2,At-Risk
R05676,2,At-Risk
R05677,2,At-Risk
R05678,2,At-Risk
R05679,2,At-Risk
R05680,2,At-Risk
R05681,0,Champions
R05682,2,At-Risk
R05683,1,Dormant
R05684,0,Champions
R05685,0,Champions
R05686,0,Champions
R05687,1,Dormant
R05688,1,Dormant
R05689,2,At-Risk
R05690,0,Champions
R05692,0,Champions
R05693,2,At-Risk
R05695,0,Champions
R05696,0,Champions
R05697,0,Champions
R05698,2,At-Risk
R05699,1,Dormant
R05700,2,At-Risk
R05702,0,Champions
R05703,2,At-Risk
R05704,1,Dormant
R05705,1,Dormant
R05706,0,Champions
R05707,1,Dormant
R05708,2,At-Risk
R05709,1,Dormant
R05711,0,Champions
R05712,2,At-Risk
R05713,0,Champions
R05715,0,Champions
R05716,2,At-Risk
R05717,1,Dormant
R05718,0,Champions
R05719,3,Loyal Riders
R05720,0,Champions
R05721,2,At-Risk
R05722,3,Loyal Riders
R05723,2,At-Risk
R05724,0,Champions
R05725,2,At-Risk
R05726,2,At-Risk
R05728,2,At-Risk
R05729,0,Champions
R05730,2,At-Risk
R05731,2,At-Risk
R05732,1,Dormant
R05733,2,At-Risk
R05734,2,At-Risk
R05735,2,At-Risk
R05736,2,At-Risk
R05737,2,At-Risk
R05738,1,Dormant
R05739,2,At-Risk
R05740,3,Loyal Riders
R05741,2,At-Risk
R05742,2,At-Risk
R05743,1,Dormant
R05744,3,Loyal Riders
R05745,1,Dormant
R05746,0,Champions
R05747,2,At-Risk
R05748,3,Loyal Riders
R05749,2,At-Risk
R05750,1,Dormant
R05751,2,At-Risk
R05752,0,Champions
R05753,2,At-Risk
R05755,0,Champions
R05756,0,Champions
R05757,0,Champions
R05758,1,Dormant
R05759,1,Dormant
R05760,2,At-Risk
R05761,0,Champions
R05762,1,Dormant
R05763,0,Champions
R05764,1,Dormant
R05765,1,Dormant
R05766,1,Dormant
R05767,1,Dormant
R05768,0,Champions
R05769,1,Dormant
R05771,2,At-Risk
R05772,1,Dormant
R05774,2,At-Risk
R05776,2,At-Risk
R05777,0,Champions
R05778,2,At-Risk
R05779,0,Champions
R05780,2,At-Risk
R05781,3,Loyal Riders
R05782,1,Dormant
R05783,0,Champions
R05784,0,Champions
R05785,2,At-Risk
R05786,1,Dormant
R05787,0,Champions
R05788,0,Champions
R05789,0,Champions
R05790,1,Dormant
R05791,3,Loyal Riders
R05792,2,At-Risk
R05793,3,Loyal Riders
R05794,1,Dormant
R05795,2,At-Risk
R05796,2,At-Risk
R05797,0,Champions
R05798,0,Champions
R05800,2,At-Risk
R05801,1,Dormant
R05802,1,Dormant
R05803,2,At-Risk
R05804,2,At-Risk
R05806,0,Champions
R05807,2,At-Risk
R05808,0,Champions
R05810,2,At-Risk
R05811,2,At-Risk
R05812,3,Loyal Riders
R05813,0,Champions
R05815,2,At-Risk
R05816,0,Champions
R05817,2,At-Risk
R05818,0,Champions
R05819,0,Champions
R05820,3,Loyal Riders
R05821,1,Dormant
R05822,2,At-Risk
R05823,2,At-Risk
R05824,0,Champions
R05825,2,At-Risk
R05826,1,Dormant
R05827,3,Loyal Riders
R05828,2,At-Risk
R05829,1,Dormant
R05830,0,Champions
R05832,0,Champions
R05833,0,Champions
R05834,2,At-Risk
R05835,2,At-Risk
R05836,2,At-Risk
R05837,0,Champions
R05838,1,Dormant
R05839,2,At-Risk
R05840,1,Dormant
R05841,1,Dormant
R05842,1,Dormant
R05843,2,At-Risk
R05844,2,At-Risk
R05845,2,At-Risk
R05846,1,Dormant
R05847,2,At-Risk
R05848,0,Champions
R05849,1,Dormant
R05850,3,Loyal Riders
R05851,2,At-Risk
R05852,2,At-Risk
R05853,0,Champions
R05854,3,Loyal Riders
R05855,2,At-Risk
R05856,2,At-Risk
R05858,2,At-Risk
R05859,1,Dormant
R05860,2,At-Risk
R05861,0,Champions
R05862,0,Champions
R05863,3,Loyal Riders
R05864,2,At-Risk
R05865,0,Champions
R05866,2,At-Risk
R05867,0,Champions
R05868,0,Champions
R05870,2,At-Risk
R05871,3,Loyal Riders
R05872,0,Champions
R05873,1,Dormant
R05874,2,At-Risk
R05875,2,At-Risk
R05876,0,Champions
R05878,1,Dormant
R05879,0,Champions
R05880,2,At-Risk
R05881,2,At-Risk
R05882,1,Dormant
R05883,1,Dormant
R05884,0,Champions
R05885,0,Champions
R05886,0,Champions
R05887,0,Champions
R05888,2,At-Risk
R05889,2,At-Risk
R05890,1,Dormant
R05891,3,Loyal Riders
R05893,0,Champions
R05894,2,At-Risk
R05895,2,At-Risk
R05896,2,At-Risk
R05897,2,At-Risk
R05898,2,At-Risk
R05899,2,At-Risk
R05900,0,Champions
R05901,2,At-Risk
R05902,2,At-Risk
R05903,2,At-Risk
R05904,0,Champions
R05905,2,At-Risk
R05906,2,At-Risk
R05907,2,At-Risk
R05908,2,At-Risk
R05909,0,Champions
R05910,2,At-Risk
R05911,0,Champions
R05912,3,Loyal Riders
R05913,2,At-Risk
R05914,1,Dormant
R05915,1,Dormant
R05916,0,Champions
R05917,2,At-Risk
R05918,0,Champions
R05919,2,At-Risk
R05920,0,Champions
R05921,2,At-Risk
R05922,0,Champions
R05923,1,Dormant
R05924,2,At-Risk
R05925,2,At-Risk
R05926,0,Champions
R05927,2,At-Risk
R05928,2,At-Risk
R05929,2,At-Risk
R05930,3,Loyal Riders
R05931,2,At-Risk
R05934,0,Champions
R05935,0,Champions
R05936,1,Dormant
R05937,0,Champions
R05938,0,Champions
R05940,2,At-Risk
R05941,0,Champions
R05942,0,Champions
R05943,1,Dormant
R05944,2,At-Risk
R05946,0,Champions
R05947,2,At-Risk
R05948,2,At-Risk
R05950,1,Dormant
R05951,2,At-Risk
R05952,0,Champions
R05953,2,At-Risk
R05955,0,Champions
R05956,2,At-Risk
R05957,2,At-Risk
R05958,1,Dormant
R05959,2,At-Risk
R05960,0,Champions
R05961,1,Dormant
R05962,2,At-Risk
R05963,0,Champions
R05964,0,Champions
R05965,0,Champions
R05966,1,Dormant
R05968,0,Champions
R05969,0,Champions
R05970,2,At-Risk
R05972,0,Champions
R05973,1,Dormant
R05974,0,Champions
R05975,0,Champions
R05976,0,Champions
R05977,2,At-Risk
R05978,3,Loyal Riders
R05979,0,Champions
R05980,3,Loyal Riders
R05981,0,Champions
R05982,2,At-Risk
R05983,0,Champions
R05984,0,Champions
R05985,2,At-Risk
R05986,0,Champions
R05987,2,At-Risk
R05988,2,At-Risk
R05989,1,Dormant
R05990,1,Dormant
R05991,0,Champions
R05992,0,Champions
R05993,0,Champions
R05994,0,Champions
R05995,3,Loyal Riders
R05996,3,Loyal Riders
R05997,2,At-Risk
R05998,1,Dormant
R05999,2,At-Risk
R06000,2,At-Risk
R06001,0,Champions
R06002,1,Dormant
R06003,2,At-Risk
R06005,1,Dormant
R06006,0,Champions
R06007,1,Dormant
R06008,0,Champions
R06009,0,Champions
R06010,3,Loyal Riders
R06011,3,Loyal Riders
R06012,2,At-Risk
R06013,0,Champions
R06014,1,Dormant
R06015,2,At-Risk
R06016,2,At-Risk
R06017,3,Loyal Riders
R06018,0,Champions
R06019,2,At-Risk
R06020,0,Champions
R06021,0,Champions
R06022,1,Dormant
R06023,0,Champions
R06024,2,At-Risk
R06025,0,Champions
R06026,2,At-Risk
R06027,2,At-Risk
R06028,3,Loyal Riders
R06029,0,Champions
R06030,2,At-Risk
R06031,0,Champions
R06032,2,At-Risk
R06033,2,At-Risk
R06034,0,Champions
R06035,0,Champions
R06036,0,Champions
R06037,0,Champions
R06038,0,Champions
R06039,0,Champions
R06040,2,At-Risk
R06041,0,Champions
R06042,2,At-Risk
R06043,0,Champions
R06044,1,Dormant
R06045,2,At-Risk
R06046,2,At-Risk
R06047,2,At-Risk
R06048,1,Dormant
R06049,2,At-Risk
R06050,0,Champions
R06051,0,Champions
R06052,1,Dormant
R06053,0,Champions
R06054,3,Loyal Riders
R06055,1,Dormant
R06056,2,At-Risk
R06057,2,At-Risk
R06058,1,Dormant
R06059,0,Champions
R06060,1,Dormant
R06061,2,At-Risk
R06062,2,At-Risk
R06063,0,Champions
R06064,2,At-Risk
R06065,0,Champions
R06066,1,Dormant
R06067,1,Dormant
R06068,2,At-Risk
R06069,0,Champions
R06070,1,Dormant
R06071,3,Loyal Riders
R06072,2,At-Risk
R06073,2,At-Risk
R06074,0,Champions
R06075,0,Champions
R06076,2,At-Risk
R06077,0,Champions
R06078,0,Champions
R06079,2,At-Risk
R06080,2,At-Risk
R06082,2,At-Risk
R06083,2,At-Risk
R06084,2,At-Risk
R06085,1,Dormant
R06086,0,Champions
R06087,1,Dormant
R06088,1,Dormant
R06089,3,Loyal Riders
R06090,2,At-Risk
R06091,2,At-Risk
R06092,0,Champions
R06093,2,At-Risk
R06094,1,Dormant
R06095,2,At-Risk
R06096,1,Dormant
R06097,2,At-Risk
R06098,0,Champions
R06099,0,Champions
R06100,2,At-Risk
R06101,2,At-Risk
R06102,1,Dormant
R06103,0,Champions
R06104,0,Champions
R06105,2,At-Risk
R06106,1,Dormant
R06107,1,Dormant
R06108,0,Champions
R06109,1,Dormant
R06110,0,Champions
R06111,3,Loyal Riders
R06112,3,Loyal Riders
R06113,2,At-Risk
R06114,0,Champions
R06115,0,Champions
R06116,1,Dormant
R06117,2,At-Risk
R06118,1,Dormant
R06120,0,Champions
R06121,0,Champions
R06122,2,At-Risk
R06123,0,Champions
R06124,2,At-Risk
R06125,2,At-Risk
R06126,0,Champions
R06127,0,Champions
R06128,2,At-Risk
R06129,1,Dormant
R06130,1,Dormant
R06131,2,At-Risk
R06132,1,Dormant
R06133,2,At-Risk
R06134,1,Dormant
R06135,2,At-Risk
R06136,3,Loyal Riders
R06137,2,At-Risk
R06138,2,At-Risk
R06139,0,Champions
R06140,2,At-Risk
R06141,0,Champions
R06142,1,Dormant
R06143,2,At-Risk
R06144,0,Champions
R06145,2,At-Risk
R06146,3,Loyal Riders
R06147,2,At-Risk
R06148,3,Loyal Riders
R06149,2,At-Risk
R06150,0,Champions
R06151,2,At-Risk
R06152,3,Loyal Riders
R06153,0,Champions
R06154,3,Loyal Riders
R06155,2,At-Risk
R06156,0,Champions
R06157,0,Champions
R06158,0,Champions
R06159,1,Dormant
R06160,3,Loyal Riders
R06161,2,At-Risk
R06162,2,At-Risk
R06163,0,Champions
R06164,0,Champions
R06165,3,Loyal Riders
R06166,2,At-Risk
R06167,3,Loyal Riders
R06169,2,At-Risk
R06170,2,At-Risk
R06171,2,At-Risk
R06172,0,Champions
R06173,2,At-Risk
R06174,1,Dormant
R06176,0,Champions
R06177,0,Champions
R06178,0,Champions
R06179,2,At-Risk
R06180,0,Champions
R06181,2,At-Risk
R06183,2,At-Risk
R06184,2,At-Risk
R06185,0,Champions
R06186,2,At-Risk
R06187,2,At-Risk
R06188,0,Champions
R06189,2,At-Risk
R06191,0,Champions
R06193,0,Champions
R06194,0,Champions
R06195,0,Champions
R06196,2,At-Risk
R06197,1,Dormant
R06198,0,Champions
R06200,2,At-Risk
R06201,0,Champions
R06202,1,Dormant
R06204,2,At-Risk
R06205,0,Champions
R06206,1,Dormant
R06207,0,Champions
R06208,1,Dormant
R06209,2,At-Risk
R06210,0,Champions
R06211,0,Champions
R06213,0,Champions
R06214,1,Dormant
R06215,0,Champions
R06216,0,Champions
R06217,1,Dormant
R06219,0,Champions
R06220,2,At-Risk
R06221,2,At-Risk
R06222,2,At-Risk
R06223,0,Champions
R06224,0,Champions
R06225,0,Champions
R06226,0,Champions
R06228,1,Dormant
R06229,2,At-Risk
R06230,2,At-Risk
R06231,2,At-Risk
R06232,1,Dormant
R06233,3,Loyal Riders
R06234,2,At-Risk
R06235,1,Dormant
R06236,3,Loyal Riders
R06238,0,Champions
R06239,2,At-Risk
R06240,0,Champions
R06241,1,Dormant
R06242,0,Champions
R06243,2,At-Risk
R06244,2,At-Risk
R06245,2,At-Risk
R06246,1,Dormant
R06247,1,Dormant
R06248,0,Champions
R06249,3,Loyal Riders
R06250,1,Dormant
R06251,2,At-Risk
R06252,2,At-Risk
R06253,0,Champions
R06255,0,Champions
R06256,0,Champions
R06257,0,Champions
R06258,0,Champions
R06259,1,Dormant
R06260,0,Champions
R06261,0,Champions
R06262,0,Champions
R06263,0,Champions
R06264,1,Dormant
R06265,2,At-Risk
R06266,0,Champions
R06267,0,Champions
R06268,0,Champions
R06269,0,Champions
R06270,2,At-Risk
R06271,1,Dormant
R06272,0,Champions
R06274,0,Champions
R06275,1,Dormant
R06276,2,At-Risk
R06277,0,Champions
R06278,0,Champions
R06279,2,At-Risk
R06280,2,At-Risk
R06281,2,At-Risk
R06282,2,At-Risk
R06283,0,Champions
R06284,0,Champions
R06285,1,Dormant
R06287,2,At-Risk
R06288,0,Champions
R06289,2,At-Risk
R06290,2,At-Risk
R06291,0,Champions
R06292,2,At-Risk
R06293,2,At-Risk
R06294,0,Champions
R06295,1,Dormant
R06296,1,Dormant
R06297,1,Dormant
R06298,2,At-Risk
R06299,2,At-Risk
R06300,1,Dormant
R06301,2,At-Risk
R06302,2,At-Risk
R06303,0,Champions
R06304,1,Dormant
R06306,0,Champions
R06307,3,Loyal Riders
R06308,0,Champions
R06309,2,At-Risk
R06310,2,At-Risk
R06311,3,Loyal Riders
R06312,0,Champions
R06313,2,At-Risk
R06315,2,At-Risk
R06316,2,At-Risk
R06317,2,At-Risk
R06318,0,Champions
R06319,0,Champions
R06320,2,At-Risk
R06321,2,At-Risk
R06322,2,At-Risk
R06323,2,At-Risk
R06324,1,Dormant
R06325,2,At-Risk
R06326,0,Champions
R06327,0,Champions
R06328,0,Champions
R06329,2,At-Risk
R06330,0,Champions
R06331,1,Dormant
R06332,0,Champions
R06333,0,Champions
R06334,1,Dormant
R06335,1,Dormant
R06336,2,At-Risk
R06338,0,Champions
R06339,3,Loyal Riders
R06340,0,Champions
R06341,3,Loyal Riders
R06342,0,Champions
R06343,0,Champions
R06344,3,Loyal Riders
R06345,1,Dormant
R06346,2,At-Risk
R06347,2,At-Risk
R06348,0,Champions
R06350,1,Dormant
R06351,2,At-Risk
R06352,2,At-Risk
R06353,3,Loyal Riders
R06354,2,At-Risk
R06355,0,Champions
R06356,1,Dormant
R06357,1,Dormant
R06358,2,At-Risk
R06359,0,Champions
R06360,0,Champions
R06361,2,At-Risk
R06362,0,Champions
R06363,0,Champions
R06365,0,Champions
R06366,0,Champions
R06368,1,Dormant
R06369,1,Dormant
R06370,0,Champions
R06371,2,At-Risk
R06372,2,At-Risk
R06373,2,At-Risk
R06374,3,Loyal Riders
R06375,0,Champions
R06376,0,Champions
R06377,0,Champions
R06378,0,Champions
R06379,0,Champions
R06380,2,At-Risk
R06381,3,Loyal Riders
R06382,0,Champions
R06383,2,At-Risk
R06384,2,At-Risk
R06385,0,Champions
R06386,1,Dormant
R06387,1,Dormant
R06388,0,Champions
R06389,1,Dormant
R06390,0,Champions
R06391,0,Champions
R06392,2,At-Risk
R06393,1,Dormant
R06396,0,Champions
R06397,0,Champions
R06398,0,Champions
R06399,0,Champions
R06400,2,At-Risk
R06401,0,Champions
R06403,1,Dormant
R06404,0,Champions
R06405,2,At-Risk
R06406,0,Champions
R06407,0,Champions
R06408,0,Champions
R06409,1,Dormant
R06410,0,Champions
R06411,0,Champions
R06412,2,At-Risk
R06413,2,At-Risk
R06414,0,Champions
R06415,0,Champions
R06416,2,At-Risk
R06417,1,Dormant
R06420,1,Dormant
R06421,2,At-Risk
R06422,2,At-Risk
R06424,0,Champions
R06425,2,At-Risk
R06426,0,Champions
R06427,0,Champions
R06428,0,Champions
R06429,2,At-Risk
R06430,0,Champions
R06431,1,Dormant
R06432,2,At-Risk
R06433,1,Dormant
R06434,2,At-Risk
R06435,2,At-Risk
R06436,0,Champions
R06437,2,At-Risk
R06440,0,Champions
R06441,0,Champions
R06442,0,Champions
R06443,0,Champions
R06444,0,Champions
R06445,0,Champions
R06446,0,Champions
R06447,0,Champions
R06448,2,At-Risk
R06449,2,At-Risk
R06451,2,At-Risk
R06452,2,At-Risk
R06453,1,Dormant
R06454,2,At-Risk
R06455,2,At-Risk
R06456,2,At-Risk
R06457,0,Champions
R06458,2,At-Risk
R06459,0,Champions
R06460,1,Dormant
R06461,2,At-Risk
R06462,1,Dormant
R06463,3,Loyal Riders
R06464,0,Champions
R06465,0,Champions
R06466,1,Dormant
R06467,2,At-Risk
R06469,2,At-Risk
R06470,0,Champions
R06471,1,Dormant
R06472,3,Loyal Riders
R06473,3,Loyal Riders
R06474,0,Champions
R06475,0,Champions
R06476,1,Dormant
R06477,2,At-Risk
R06478,0,Champions
R06479,2,At-Risk
R06480,0,Champions
R06481,2,At-Risk
R06483,0,Champions
R06484,0,Champions
R06485,0,Champions
R06487,2,At-Risk
R06488,2,At-Risk
R06489,2,At-Risk
R06492,0,Champions
R06493,0,Champions
R06494,1,Dormant
R06495,0,Champions
R06497,2,At-Risk
R06498,2,At-Risk
R06499,1,Dormant
R06500,0,Champions
R06501,2,At-Risk
R06502,0,Champions
R06503,0,Champions
R06504,2,At-Risk
R06505,2,At-Risk
R06506,2,At-Risk
R06507,3,Loyal Riders
R06508,1,Dormant
R06509,2,At-Risk
R06510,0,Champions
R06511,0,Champions
R06512,2,At-Risk
R06513,1,Dormant
R06514,2,At-Risk
R06515,2,At-Risk
R06516,0,Champions
R06517,2,At-Risk
R06518,2,At-Risk
R06520,2,At-Risk
R06521,2,At-Risk
R06523,0,Champions
R06524,0,Champions
R06525,2,At-Risk
R06526,1,Dormant
R06528,0,Champions
R06530,1,Dormant
R06531,1,Dormant
R06532,1,Dormant
R06533,2,At-Risk
R06534,2,At-Risk
R06535,0,Champions
R06536,1,Dormant
R06537,2,At-Risk
R06538,0,Champions
R06539,3,Loyal Riders
R06540,2,At-Risk
R06541,1,Dormant
R06542,0,Champions
R06543,0,Champions
R06544,3,Loyal Riders
R06545,0,Champions
R06546,0,Champions
R06547,0,Champions
R06548,0,Champions
R06549,3,Loyal Riders
R06551,2,At-Risk
R06553,1,Dormant
R06554,2,At-Risk
R06556,2,At-Risk
R06557,3,Loyal Riders
R06558,2,At-Risk
R06559,0,Champions
R06560,0,Champions
R06561,2,At-Risk
R06562,1,Dormant
R06563,2,At-Risk
R06564,2,At-Risk
R06565,0,Champions
R06566,2,At-Risk
R06567,0,Champions
R06568,2,At-Risk
R06569,2,At-Risk
R06570,0,Champions
R06571,1,Dormant
R06572,2,At-Risk
R06573,0,Champions
R06574,0,Champions
R06575,0,Champions
R06576,1,Dormant
R06577,0,Champions
R06578,0,Champions
R06579,1,Dormant
R06580,2,At-Risk
R06581,2,At-Risk
R06582,0,Champions
R06583,2,At-Risk
R06584,2,At-Risk
R06585,0,Champions
R06586,2,At-Risk
R06587,2,At-Risk
R06588,3,Loyal Riders
R06591,0,Champions
R06592,3,Loyal Riders
R06593,0,Champions
R06594,0,Champions
R06595,1,Dormant
R06596,1,Dormant
R06597,0,Champions
R06598,0,Champions
R06599,1,Dormant
R06602,1,Dormant
R06603,2,At-Risk
R06604,2,At-Risk
R06605,1,Dormant
R06606,0,Champions
R06607,1,Dormant
R06608,0,Champions
R06609,0,Champions
R06610,0,Champions
R06611,1,Dormant
R06612,0,Champions
R06613,0,Champions
R06614,0,Champions
R06615,2,At-Risk
R06616,2,At-Risk
R06617,1,Dormant
R06618,0,Champions
R06619,0,Champions
R06620,0,Champions
R06621,2,At-Risk
R06622,2,At-Risk
R06623,1,Dormant
R06624,0,Champions
R06625,0,Champions
R06626,0,Champions
R06627,2,At-Risk
R06628,2,At-Risk
R06629,0,Champions
R06630,0,Champions
R06632,2,At-Risk
R06634,2,At-Risk
R06635,2,At-Risk
R06636,1,Dormant
R06637,1,Dormant
R06638,2,At-Risk
R06639,0,Champions
R06640,2,At-Risk
R06641,0,Champions
R06642,2,At-Risk
R06643,2,At-Risk
R06645,2,At-Risk
R06646,0,Champions
R06647,0,Champions
R06648,0,Champions
R06649,0,Champions
R06650,1,Dormant
R06651,2,At-Risk
R06652,2,At-Risk
R06653,2,At-Risk
R06654,0,Champions
R06655,0,Champions
R06656,2,At-Risk
R06657,2,At-Risk
R06658,0,Champions
R06659,2,At-Risk
R06660,2,At-Risk
R06661,2,At-Risk
R06662,0,Champions
R06663,2,At-Risk
R06664,2,At-Risk
R06665,1,Dormant
R06666,0,Champions
R06667,2,At-Risk
R06668,3,Loyal Riders
R06669,3,Loyal Riders
R06670,0,Champions
R06671,2,At-Risk
R06672,2,At-Risk
R06673,1,Dormant
R06674,0,Champions
R06675,1,Dormant
R06676,0,Champions
R06677,2,At-Risk
R06678,1,Dormant
R06679,0,Champions
R06680,2,At-Risk
R06681,1,Dormant
R06682,2,At-Risk
R06683,2,At-Risk
R06684,2,At-Risk
R06685,2,At-Risk
R06686,0,Champions
R06687,0,Champions
R06688,3,Loyal Riders
R06689,3,Loyal Riders
R06690,2,At-Risk
R06691,0,Champions
R06692,2,At-Risk
R06693,0,Champions
R06694,0,Champions
R06695,0,Champions
R06696,2,At-Risk
R06698,3,Loyal Riders
R06699,1,Dormant
R06700,2,At-Risk
R06701,2,At-Risk
R06702,2,At-Risk
R06703,3,Loyal Riders
R06704,0,Champions
R06705,2,At-Risk
R06706,0,Champions
R06707,0,Champions
R06709,0,Champions
R06710,2,At-Risk
R06711,0,Champions
R06712,2,At-Risk
R06713,0,Champions
R06714,1,Dormant
R06715,0,Champions
R06717,0,Champions
R06718,0,Champions
R06719,1,Dormant
R06720,2,At-Risk
R06721,0,Champions
R06722,2,At-Risk
R06723,2,At-Risk
R06724,2,At-Risk
R06725,1,Dormant
R06726,2,At-Risk
R06727,2,At-Risk
R06728,0,Champions
R06730,2,At-Risk
R06731,0,Champions
R06732,1,Dormant
R06733,2,At-Risk
R06734,1,Dormant
R06735,0,Champions
R06736,0,Champions
R06737,2,At-Risk
R06738,0,Champions
R06739,0,Champions
R06740,3,Loyal Riders
R06741,1,Dormant
R06743,2,At-Risk
R06744,0,Champions
R06745,2,At-Risk
R06746,2,At-Risk
R06747,0,Champions
R06748,2,At-Risk
R06749,2,At-Risk
R06750,2,At-Risk
R06751,2,At-Risk
R06752,2,At-Risk
